content,sentimen,aspek,content_clean,content_casefolded,content_normalized,content_stopword,content_tokens,clean_text,content_stemmed
"Transaksi QRIS bermasalah, sudah terima email otomatis yg menyatakan transaksi gagal dan uang dinyatakan sudah dikembalikan, tapi kenyataannya tidak kembali. Waktu dikomplain, nasabah direpotkan untuk membuktikan ini itu, padahal emailnya datang dari BNI sendiri. Proses klaim 20 hari kerja! No Wondr for me. Aplikasi ngaco dan merugikan nasabah! Sampai saat ini uang belum kembali.",Negative,Autentikasi,Transaksi QRIS bermasalah sudah terima email otomatis yg menyatakan transaksi gagal dan uang dinyatakan sudah dikembalikan tapi kenyataannya tidak kembali Waktu dikomplain nasabah direpotkan untuk membuktikan ini itu padahal emailnya datang dari BNI sendiri Proses klaim  hari kerja No Wondr for me Aplikasi ngaco dan merugikan nasabah Sampai saat ini uang belum kembali,transaksi qris bermasalah sudah terima email otomatis yg menyatakan transaksi gagal dan uang dinyatakan sudah dikembalikan tapi kenyataannya tidak kembali waktu dikomplain nasabah direpotkan untuk membuktikan ini itu padahal emailnya datang dari bni sendiri proses klaim  hari kerja no wondr for me aplikasi ngaco dan merugikan nasabah sampai saat ini uang belum kembali,transaksi QRIS bermasalah sudah terima email otomatis yang menyatakan transaksi gagal dan uang dinyatakan sudah dikembalikan tapi kenyataannya tidak kembali waktu dikomplain nasabah direpotkan untuk membuktikan ini itu padahal emailnya datang dari bni sendiri proses klaim hari kerja nomor wondr for me aplikasi ngawur dan merugikan nasabah sampai saat ini uang belum kembali,transaksi QRIS bermasalah terima email otomatis transaksi gagal uang dinyatakan dikembalikan kenyataannya tidak dikomplain nasabah direpotkan membuktikan emailnya proses klaim kerja nomor for me ngawur merugikan nasabah uang belum,"['transaksi', 'QRIS', 'bermasalah', 'terima', 'email', 'otomatis', 'transaksi', 'gagal', 'uang', 'dinyatakan', 'dikembalikan', 'kenyataannya', 'tidak', 'dikomplain', 'nasabah', 'direpotkan', 'membuktikan', 'emailnya', 'proses', 'klaim', 'kerja', 'nomor', 'for', 'me', 'ngawur', 'merugikan', 'nasabah', 'uang', 'belum']",transaksi QRIS bermasalah terima email otomatis transaksi gagal uang dinyatakan dikembalikan kenyataannya tidak dikomplain nasabah direpotkan membuktikan emailnya proses klaim kerja nomor for me ngawur merugikan nasabah uang belum,"['transaksi', 'qris', 'masalah', 'terima', 'email', 'otomatis', 'transaksi', 'gagal', 'uang', 'nyata', 'kembali', 'nyata', 'tidak', 'komplain', 'nasabah', 'repot', 'bukti', 'email', 'proses', 'klaim', 'kerja', 'nomor', 'for', 'me', 'ngawur', 'rugi', 'nasabah', 'uang', 'belum']"
Tidak ada kendala untuk daftar di aplikasinya. Tampilan baru lebih fresh. Pemakaian qris mudah. Transaksi pembayaran sudah pakai pin 6 angka. Good job BNI,Positive,Autentikasi,Tidak ada kendala untuk daftar di aplikasinya Tampilan baru lebih fresh Pemakaian qris mudah Transaksi pembayaran sudah pakai pin  angka Good job BNI,tidak ada kendala untuk daftar di aplikasinya tampilan baru lebih fresh pemakaian qris mudah transaksi pembayaran sudah pakai pin  angka good job bni,tidak ada kendala untuk daftar di aplikasinya tampilan baru saja lebih fresh pemakaian QRIS mudah transaksi pembayaran sudah pakai pin angkanya good job bni,tidak kendala daftar tampilan lebih fresh pemakaian QRIS mudah transaksi pembayaran pakai pin angkanya good job,"['tidak', 'kendala', 'daftar', 'tampilan', 'lebih', 'fresh', 'pemakaian', 'QRIS', 'mudah', 'transaksi', 'pembayaran', 'pakai', 'pin', 'angkanya', 'good', 'job']",tidak kendala daftar tampilan lebih fresh pemakaian QRIS mudah transaksi pembayaran pakai pin angkanya good job,"['tidak', 'kendala', 'daftar', 'tampilan', 'lebih', 'fresh', 'pakai', 'qris', 'mudah', 'transaksi', 'bayar', 'pakai', 'pin', 'angka', 'good', 'job']"
"Setiapp buka wonder by bni pasti â€œada sedikit kendalaâ€ , agak susah harus login login ulang lgi, pas login lgi juga trus ada tulisan â€œada sedikit kendalaâ€",Positive,Autentikasi,Setiapp buka wonder by bni pasti ada sedikit kendala  agak susah harus login login ulang lgi pas login lgi juga trus ada tulisan ada sedikit kendala,setiapp buka wonder by bni pasti ada sedikit kendala  agak susah harus login login ulang lgi pas login lgi juga trus ada tulisan ada sedikit kendala,setiapp buka Wondr by bni pasti ada sedikit kendala agak susah harus login login ulang lagi pas login lagi juga terus ada tulisan ada sedikit kendala,setiapp buka Wondr kendala susah login login ulang pas login tulisan kendala,"['setiapp', 'buka', 'Wondr', 'kendala', 'susah', 'login', 'login', 'ulang', 'pas', 'login', 'tulisan', 'kendala']",setiapp buka Wondr kendala susah login login ulang pas login tulisan kendala,"['setiapp', 'buka', 'wondr', 'kendala', 'susah', 'login', 'login', 'ulang', 'pas', 'login', 'tulis', 'kendala']"
"Tidak bisa verifikasi wajah padahal sudah mengikuti instruksi dekat jauh dan tengok kanan kirinya. Mana saya aktivasi dikantor, orang jadi pada prihatin disangkanya saya daftar pinjol. 
 
 Kalau belum bisa membuat infrastruktur yang canggih, setidaknya buatlah yang memudahkan nasabah!",Negative,Autentikasi,"Tidak bisa verifikasi wajah padahal sudah mengikuti instruksi dekat jauh dan tengok kanan kirinya Mana saya aktivasi dikantor orang jadi pada prihatin disangkanya saya daftar pinjol 
 
 Kalau belum bisa membuat infrastruktur yang canggih setidaknya buatlah yang memudahkan nasabah","tidak bisa verifikasi wajah padahal sudah mengikuti instruksi dekat jauh dan tengok kanan kirinya mana saya aktivasi dikantor orang jadi pada prihatin disangkanya saya daftar pinjol 
 
 kalau belum bisa membuat infrastruktur yang canggih setidaknya buatlah yang memudahkan nasabah",tidak bisa verifikasi wajah padahal sudah mengikuti instruksi dekat jauh dan tengok kanan kirinya mana saya aktivasi dikantor orang jadi pada prihatin disangkanya saya daftar pinjol kalau belum bisa membuat infrastruktur yang canggih setidaknya buatlah yang memudahkan nasabah,tidak bisa verifikasi wajah mengikuti instruksi tengok kanan kirinya aktivasi dikantor orang prihatin disangkanya daftar pinjol belum bisa infrastruktur canggih buatlah memudahkan nasabah,"['tidak', 'bisa', 'verifikasi', 'wajah', 'mengikuti', 'instruksi', 'tengok', 'kanan', 'kirinya', 'aktivasi', 'dikantor', 'orang', 'prihatin', 'disangkanya', 'daftar', 'pinjol', 'belum', 'bisa', 'infrastruktur', 'canggih', 'buatlah', 'memudahkan', 'nasabah']",tidak bisa verifikasi wajah mengikuti instruksi tengok kanan kirinya aktivasi dikantor orang prihatin disangkanya daftar pinjol belum bisa infrastruktur canggih buatlah memudahkan nasabah,"['tidak', 'bisa', 'verifikasi', 'wajah', 'ikut', 'instruksi', 'tengok', 'kanan', 'kiri', 'aktivasi', 'kantor', 'orang', 'prihatin', 'sangka', 'daftar', 'pinjol', 'belum', 'bisa', 'infrastruktur', 'canggih', 'buat', 'mudah', 'nasabah']"
Malas nunggu kode otp yg lama di email â€¦ smp2 pengen wd semua uang di BNI lho ðŸ˜,Negative,Autentikasi,Malas nunggu kode otp yg lama di email  smp pengen wd semua uang di BNI lho,malas nunggu kode otp yg lama di email  smp pengen wd semua uang di bni lho,malas menunggu kode otp yang lama di email sampai pengin wd semua uang di bni lho,malas menunggu kode otp lama email pengin wd uang lho,"['malas', 'menunggu', 'kode', 'otp', 'lama', 'email', 'pengin', 'wd', 'uang', 'lho']",malas menunggu kode otp lama email pengin wd uang lho,"['malas', 'tunggu', 'kode', 'otp', 'lama', 'email', 'pengin', 'wd', 'uang', 'lho']"
Kode otp baru dikirim 1 jam setelah meminta kode sedangkan batas waktunya hanya dikasih 5 menitðŸ«£,Negative,Autentikasi,Kode otp baru dikirim  jam setelah meminta kode sedangkan batas waktunya hanya dikasih  menit,kode otp baru dikirim  jam setelah meminta kode sedangkan batas waktunya hanya dikasih  menit,kode otp baru saja dikirim jam setelah meminta kode sedangkan batas waktunya hanya dikasih menit,kode otp dikirim jam kode batas dikasih menit,"['kode', 'otp', 'dikirim', 'jam', 'kode', 'batas', 'dikasih', 'menit']",kode otp dikirim jam kode batas dikasih menit,"['kode', 'otp', 'kirim', 'jam', 'kode', 'batas', 'kasih', 'menit']"
Email notif lama dikirimnya giliran dimasukin keluar pesan kebanyak masukin email salah,Negative,Autentikasi,Email notif lama dikirimnya giliran dimasukin keluar pesan kebanyak masukin email salah,email notif lama dikirimnya giliran dimasukin keluar pesan kebanyak masukin email salah,email notif lama dikirimnya giliran dimasuki keluar pesan kebanyak memasuki email salah,email notif lama dikirimnya giliran dimasuki pesan kebanyak memasuki email salah,"['email', 'notif', 'lama', 'dikirimnya', 'giliran', 'dimasuki', 'pesan', 'kebanyak', 'memasuki', 'email', 'salah']",email notif lama dikirimnya giliran dimasuki pesan kebanyak memasuki email salah,"['email', 'notif', 'lama', 'kirim', 'gilir', 'masuk', 'pesan', 'banyak', 'pasuk', 'email', 'salah']"
Jelekkkk. Kode otp masuk nya telat terusss . Sampe nunggu berhari hari cuma buat akun doanggggg,Negative,Autentikasi,Jelekkkk Kode otp masuk nya telat terusss  Sampe nunggu berhari hari cuma buat akun doanggggg,jelekkkk kode otp masuk nya telat terusss  sampe nunggu berhari hari cuma buat akun doanggggg,jelekkkk kode otp masuk ya telat terus sampai menunggu berhari hari cuma buat akun doanggggg,jelekkkk kode otp masuk telat menunggu berhari akun doanggggg,"['jelekkkk', 'kode', 'otp', 'masuk', 'telat', 'menunggu', 'berhari', 'akun', 'doanggggg']",jelekkkk kode otp masuk telat menunggu berhari akun doanggggg,"['jelekkkk', 'kode', 'otp', 'masuk', 'telat', 'tunggu', 'hari', 'akun', 'doanggggg']"
Verifikasi email susah amat wah. Udah ready belum sih aplikasinya?,Negative,Autentikasi,Verifikasi email susah amat wah Udah ready belum sih aplikasinya,verifikasi email susah amat wah udah ready belum sih aplikasinya,verifikasi email susah amat wah sudah ready belum sih aplikasinya,verifikasi email susah ready belum sih,"['verifikasi', 'email', 'susah', 'ready', 'belum', 'sih']",verifikasi email susah ready belum sih,"['verifikasi', 'email', 'susah', 'ready', 'belum', 'sih']"
"Otp nya lambat sekali masuk, sudah bolak balik liat email. Sungguh mengecewakan",Negative,Autentikasi,Otp nya lambat sekali masuk sudah bolak balik liat email Sungguh mengecewakan,otp nya lambat sekali masuk sudah bolak balik liat email sungguh mengecewakan,otp ya lambat sekali masuk sudah bolak balik lihat email sungguh mengecewakan,otp lambat masuk bolak lihat email sungguh mengecewakan,"['otp', 'lambat', 'masuk', 'bolak', 'lihat', 'email', 'sungguh', 'mengecewakan']",otp lambat masuk bolak lihat email sungguh mengecewakan,"['otp', 'lambat', 'masuk', 'bolak', 'lihat', 'email', 'sungguh', 'kecewa']"
Verifikasi email gagal terus sudah beberapa kali,Negative,Autentikasi,Verifikasi email gagal terus sudah beberapa kali,verifikasi email gagal terus sudah beberapa kali,verifikasi email gagal terus sudah beberapa kali,verifikasi email gagal kali,"['verifikasi', 'email', 'gagal', 'kali']",verifikasi email gagal kali,"['verifikasi', 'email', 'gagal', 'kali']"
Verifikasi email lambat masuk sampai seharian baru masuk,Negative,Autentikasi,Verifikasi email lambat masuk sampai seharian baru masuk,verifikasi email lambat masuk sampai seharian baru masuk,verifikasi email lambat masuk sampai seharian baru saja masuk,verifikasi email lambat masuk seharian masuk,"['verifikasi', 'email', 'lambat', 'masuk', 'seharian', 'masuk']",verifikasi email lambat masuk seharian masuk,"['verifikasi', 'email', 'lambat', 'masuk', 'hari', 'masuk']"
hmmmm terlalu lama OTP email nya dikirim,Negative,Autentikasi,hmmmm terlalu lama OTP email nya dikirim,hmmmm terlalu lama otp email nya dikirim,hmmmm terlalu lama otp email ya dikirim,hmmmm lama otp email dikirim,"['hmmmm', 'lama', 'otp', 'email', 'dikirim']",hmmmm lama otp email dikirim,"['hmmmm', 'lama', 'otp', 'email', 'kirim']"
"Sudah registrasi diawal OTP email lama benar sampe 3 jam ditungguin gak muncul, giliran mau registrasi ulang malah gak muncul layar lanjutan",Negative,Autentikasi,Sudah registrasi diawal OTP email lama benar sampe  jam ditungguin gak muncul giliran mau registrasi ulang malah gak muncul layar lanjutan,sudah registrasi diawal otp email lama benar sampe  jam ditungguin gak muncul giliran mau registrasi ulang malah gak muncul layar lanjutan,sudah registrasi diawal otp email lama benar sampai jam ditungguin tidak muncul giliran mau registrasi ulang malah tidak muncul layar lanjutan,registrasi diawal otp email lama jam ditungguin tidak muncul giliran registrasi ulang tidak muncul layar lanjutan,"['registrasi', 'diawal', 'otp', 'email', 'lama', 'jam', 'ditungguin', 'tidak', 'muncul', 'giliran', 'registrasi', 'ulang', 'tidak', 'muncul', 'layar', 'lanjutan']",registrasi diawal otp email lama jam ditungguin tidak muncul giliran registrasi ulang tidak muncul layar lanjutan,"['registrasi', 'awal', 'otp', 'email', 'lama', 'jam', 'ditungguin', 'tidak', 'muncul', 'gilir', 'registrasi', 'ulang', 'tidak', 'muncul', 'layar', 'lanjut']"
"udah berhasil daftar disuruh verifikasi email, OTP NYA MUNCUL 10 MENIT SEKALI ANEH. pas di masukin OTP nya udah gabisa. GITU TERUS SAMPE AKHIRNYA GABISA VERIFIKASI EMAIL KARNA UDAH KEBANYAKAN GAGAL VERIFIKASI OTP. BENERIN ITU SERVICE EMAILNYA, BARU SERVICE EMAIL AJA GABENER GMN YG LAIN",Negative,Autentikasi,udah berhasil daftar disuruh verifikasi email OTP NYA MUNCUL  MENIT SEKALI ANEH pas di masukin OTP nya udah gabisa GITU TERUS SAMPE AKHIRNYA GABISA VERIFIKASI EMAIL KARNA UDAH KEBANYAKAN GAGAL VERIFIKASI OTP BENERIN ITU SERVICE EMAILNYA BARU SERVICE EMAIL AJA GABENER GMN YG LAIN,udah berhasil daftar disuruh verifikasi email otp nya muncul  menit sekali aneh pas di masukin otp nya udah gabisa gitu terus sampe akhirnya gabisa verifikasi email karna udah kebanyakan gagal verifikasi otp benerin itu service emailnya baru service email aja gabener gmn yg lain,sudah berhasil daftar disuruh verifikasi email otp ya muncul menit sekali aneh pas di memasuki otp ya sudah tidak bisa seperti itu terus sampai akhirnya tidak bisa verifikasi email karena sudah kebanyakan gagal verifikasi otp benerin itu service emailnya baru saja service email saja gabener gimana yang lain,berhasil daftar disuruh verifikasi email otp muncul menit aneh pas memasuki otp tidak bisa tidak bisa verifikasi email kebanyakan gagal verifikasi otp benerin service emailnya service email gabener gimana,"['berhasil', 'daftar', 'disuruh', 'verifikasi', 'email', 'otp', 'muncul', 'menit', 'aneh', 'pas', 'memasuki', 'otp', 'tidak', 'bisa', 'tidak', 'bisa', 'verifikasi', 'email', 'kebanyakan', 'gagal', 'verifikasi', 'otp', 'benerin', 'service', 'emailnya', 'service', 'email', 'gabener', 'gimana']",berhasil daftar disuruh verifikasi email otp muncul menit aneh pas memasuki otp tidak bisa tidak bisa verifikasi email kebanyakan gagal verifikasi otp benerin service emailnya service email gabener gimana,"['hasil', 'daftar', 'suruh', 'verifikasi', 'email', 'otp', 'muncul', 'menit', 'aneh', 'pas', 'pasuk', 'otp', 'tidak', 'bisa', 'tidak', 'bisa', 'verifikasi', 'email', 'banyak', 'gagal', 'verifikasi', 'otp', 'benerin', 'service', 'email', 'service', 'email', 'gabener', 'gimana']"
Verifikasi emailnya susah,Negative,Autentikasi,Verifikasi emailnya susah,verifikasi emailnya susah,verifikasi emailnya susah,verifikasi emailnya susah,"['verifikasi', 'emailnya', 'susah']",verifikasi emailnya susah,"['verifikasi', 'email', 'susah']"
Gbsa login,Negative,Autentikasi,Gbsa login,gbsa login,gbsa login,gbsa login,"['gbsa', 'login']",gbsa login,"['gbsa', 'login']"
"Baru install, rencana mau buka tabungan BNI buat bayar CC biar lebih gampang. Sudah berhasil verifikasi data dan login 
 Ternyata eh ternyata tiba2 ada data rekening aktif yg entah domisili nya jauh banget, pas di kroscek ke call center pun data pemilik rekening sama data di ktp berbeda. Kenapa bisa begini BNI?",Negative,Autentikasi,"Baru install rencana mau buka tabungan BNI buat bayar CC biar lebih gampang Sudah berhasil verifikasi data dan login 
 Ternyata eh ternyata tiba ada data rekening aktif yg entah domisili nya jauh banget pas di kroscek ke call center pun data pemilik rekening sama data di ktp berbeda Kenapa bisa begini BNI","baru install rencana mau buka tabungan bni buat bayar cc biar lebih gampang sudah berhasil verifikasi data dan login 
 ternyata eh ternyata tiba ada data rekening aktif yg entah domisili nya jauh banget pas di kroscek ke call center pun data pemilik rekening sama data di ktp berbeda kenapa bisa begini bni",baru saja install rencana mau buka tabungan bni buat bayar cc agar lebih gampang sudah berhasil verifikasi data dan login ternyata eh ternyata tiba ada data rekening aktif yang entah domisili ya jauh banget pas di kroscek ke call center pun data pemilik rekening sama data di KTP berbeda kenapa bisa begini bni,install rencana buka tabungan bayar cc lebih gampang berhasil verifikasi data login eh data rekening aktif domisili banget pas kroscek call center data pemilik rekening data KTP berbeda bisa,"['install', 'rencana', 'buka', 'tabungan', 'bayar', 'cc', 'lebih', 'gampang', 'berhasil', 'verifikasi', 'data', 'login', 'eh', 'data', 'rekening', 'aktif', 'domisili', 'banget', 'pas', 'kroscek', 'call', 'center', 'data', 'pemilik', 'rekening', 'data', 'KTP', 'berbeda', 'bisa']",install rencana buka tabungan bayar cc lebih gampang berhasil verifikasi data login eh data rekening aktif domisili banget pas kroscek call center data pemilik rekening data KTP berbeda bisa,"['install', 'rencana', 'buka', 'tabung', 'bayar', 'cc', 'lebih', 'gampang', 'hasil', 'verifikasi', 'data', 'login', 'eh', 'data', 'rekening', 'aktif', 'domisili', 'banget', 'pas', 'kroscek', 'call', 'center', 'data', 'milik', 'rekening', 'data', 'ktp', 'beda', 'bisa']"
"Verifikasi email susah, kode otp ga dikirim kirim",Negative,Autentikasi,Verifikasi email susah kode otp ga dikirim kirim,verifikasi email susah kode otp ga dikirim kirim,verifikasi email susah kode otp tidak dikirim kirim,verifikasi email susah kode otp tidak dikirim kirim,"['verifikasi', 'email', 'susah', 'kode', 'otp', 'tidak', 'dikirim', 'kirim']",verifikasi email susah kode otp tidak dikirim kirim,"['verifikasi', 'email', 'susah', 'kode', 'otp', 'tidak', 'kirim', 'kirim']"
kode OTP tak kunjung masuk ke email,Negative,Autentikasi,kode OTP tak kunjung masuk ke email,kode otp tak kunjung masuk ke email,kode otp tak kunjung masuk ke email,kode otp kunjung masuk email,"['kode', 'otp', 'kunjung', 'masuk', 'email']",kode otp kunjung masuk email,"['kode', 'otp', 'kunjung', 'masuk', 'email']"
"Kayaknya nggak niat ini bikin app. Otp verifikasi email dikasih waktu 5 menit, tapi 10 baru muncul di email ðŸ¤£. Ulang lagi otp, gitu aja terus. Tolong perbaiki lah.",Negative,Autentikasi,Kayaknya nggak niat ini bikin app Otp verifikasi email dikasih waktu  menit tapi  baru muncul di email  Ulang lagi otp gitu aja terus Tolong perbaiki lah,kayaknya nggak niat ini bikin app otp verifikasi email dikasih waktu  menit tapi  baru muncul di email  ulang lagi otp gitu aja terus tolong perbaiki lah,kayaknya tidak berniat ini membuat app otp verifikasi email dikasih waktu menit tapi baru saja muncul di email ulang lagi otp seperti itu saja terus tolong perbaiki lah,kayaknya tidak berniat app otp verifikasi email dikasih menit muncul email ulang otp tolong perbaiki,"['kayaknya', 'tidak', 'berniat', 'app', 'otp', 'verifikasi', 'email', 'dikasih', 'menit', 'muncul', 'email', 'ulang', 'otp', 'tolong', 'perbaiki']",kayaknya tidak berniat app otp verifikasi email dikasih menit muncul email ulang otp tolong perbaiki,"['kayak', 'tidak', 'niat', 'app', 'otp', 'verifikasi', 'email', 'kasih', 'menit', 'muncul', 'email', 'ulang', 'otp', 'tolong', 'baik']"
OTP email lama sekali min,Negative,Autentikasi,OTP email lama sekali min,otp email lama sekali min,otp email lama sekali admin,otp email lama admin,"['otp', 'email', 'lama', 'admin']",otp email lama admin,"['otp', 'email', 'lama', 'admin']"
"Verifikasi email sering error, terkadang kode OTP tidak valid. Mohon diperbaiki lagi ðŸ™",Negative,Autentikasi,Verifikasi email sering error terkadang kode OTP tidak valid Mohon diperbaiki lagi,verifikasi email sering error terkadang kode otp tidak valid mohon diperbaiki lagi,verifikasi email sering error terkadang kode otp tidak valid mohon diperbaiki lagi,verifikasi email sering error terkadang kode otp tidak valid mohon diperbaiki,"['verifikasi', 'email', 'sering', 'error', 'terkadang', 'kode', 'otp', 'tidak', 'valid', 'mohon', 'diperbaiki']",verifikasi email sering error terkadang kode otp tidak valid mohon diperbaiki,"['verifikasi', 'email', 'sering', 'error', 'terkadang', 'kode', 'otp', 'tidak', 'valid', 'mohon', 'diperbaiki']"
"Kalau Verifikasi Wajah masih belum bagus teknologinya, gausah ditambahin fitur ini ke aplikasi. Udh coba berkali-kali gagal terus",Negative,Autentikasi,Kalau Verifikasi Wajah masih belum bagus teknologinya gausah ditambahin fitur ini ke aplikasi Udh coba berkali kali gagal terus,kalau verifikasi wajah masih belum bagus teknologinya gausah ditambahin fitur ini ke aplikasi udh coba berkali kali gagal terus,kalau verifikasi wajah masih belum bagus teknologinya tidak usah ditambahin fitur ini ke aplikasi sudah coba berkali kali gagal terus,verifikasi wajah masih belum bagus teknologinya tidak ditambahin fitur coba berkali kali gagal,"['verifikasi', 'wajah', 'masih', 'belum', 'bagus', 'teknologinya', 'tidak', 'ditambahin', 'fitur', 'coba', 'berkali', 'kali', 'gagal']",verifikasi wajah masih belum bagus teknologinya tidak ditambahin fitur coba berkali kali gagal,"['verifikasi', 'wajah', 'masih', 'belum', 'bagus', 'teknologi', 'tidak', 'ditambahin', 'fitur', 'coba', 'kali', 'kali', 'gagal']"
"Uda berkali2 masukin otp email salah mulu, padahal uda makesure kalo angka nya bener, gimana sihhh.",Negative,Autentikasi,Uda berkali masukin otp email salah mulu padahal uda makesure kalo angka nya bener gimana sihhh,uda berkali masukin otp email salah mulu padahal uda makesure kalo angka nya bener gimana sihhh,sudah berkali memasuki otp email salah melulu padahal sudah makesure kalau angkanya ya benar bagaimana sih,berkali memasuki otp email salah melulu makesure angkanya sih,"['berkali', 'memasuki', 'otp', 'email', 'salah', 'melulu', 'makesure', 'angkanya', 'sih']",berkali memasuki otp email salah melulu makesure angkanya sih,"['kali', 'pasuk', 'otp', 'email', 'salah', 'melulu', 'makesure', 'angka', 'sih']"
"Email otp lambat masuk ahirnya 3x gagal verifikasi email 
 Pengembangan amplikasi jgn dikasih ke anak magang",Negative,Autentikasi,"Email otp lambat masuk ahirnya x gagal verifikasi email 
 Pengembangan amplikasi jgn dikasih ke anak magang","email otp lambat masuk ahirnya x gagal verifikasi email 
 pengembangan amplikasi jgn dikasih ke anak magang",email otp lambat masuk ahirnya kali gagal verifikasi email pengembangan amplikasi jangan dikasih ke anak magang,email otp lambat masuk ahirnya kali gagal verifikasi email pengembangan amplikasi dikasih anak magang,"['email', 'otp', 'lambat', 'masuk', 'ahirnya', 'kali', 'gagal', 'verifikasi', 'email', 'pengembangan', 'amplikasi', 'dikasih', 'anak', 'magang']",email otp lambat masuk ahirnya kali gagal verifikasi email pengembangan amplikasi dikasih anak magang,"['email', 'otp', 'lambat', 'masuk', 'ahirnya', 'kali', 'gagal', 'verifikasi', 'email', 'kembang', 'amplikasi', 'kasih', 'anak', 'magang']"
Aku coba coba verifikasi wajah gagal terusðŸ¥²,Negative,Autentikasi,Aku coba coba verifikasi wajah gagal terus,aku coba coba verifikasi wajah gagal terus,aku coba coba verifikasi wajah gagal terus,coba coba verifikasi wajah gagal,"['coba', 'coba', 'verifikasi', 'wajah', 'gagal']",coba coba verifikasi wajah gagal,"['coba', 'coba', 'verifikasi', 'wajah', 'gagal']"
verifikasi wajahnya susah dan jika sudah punya akun untuk login lalu install ulang aplikasi tidak ada tombol login & diharuskan regis lagi,Negative,Autentikasi,verifikasi wajahnya susah dan jika sudah punya akun untuk login lalu install ulang aplikasi tidak ada tombol login  diharuskan regis lagi,verifikasi wajahnya susah dan jika sudah punya akun untuk login lalu install ulang aplikasi tidak ada tombol login  diharuskan regis lagi,verifikasi wajahnya susah dan jika sudah punya akun untuk login lalu install ulang aplikasi tidak ada tombol login diharuskan registrasi lagi,verifikasi wajahnya susah akun login install ulang tidak tombol login diharuskan registrasi,"['verifikasi', 'wajahnya', 'susah', 'akun', 'login', 'install', 'ulang', 'tidak', 'tombol', 'login', 'diharuskan', 'registrasi']",verifikasi wajahnya susah akun login install ulang tidak tombol login diharuskan registrasi,"['verifikasi', 'wajah', 'susah', 'akun', 'login', 'install', 'ulang', 'tidak', 'tombol', 'login', 'harus', 'registrasi']"
Verifikasi muka susah banget gagal terus,Negative,Autentikasi,Verifikasi muka susah banget gagal terus,verifikasi muka susah banget gagal terus,verifikasi muka susah banget gagal terus,verifikasi muka susah banget gagal,"['verifikasi', 'muka', 'susah', 'banget', 'gagal']",verifikasi muka susah banget gagal,"['verifikasi', 'muka', 'susah', 'banget', 'gagal']"
No chance to login for non-indonesian customers since KTP is a must.,Positive,Autentikasi,No chance to login for non indonesian customers since KTP is a must,no chance to login for non indonesian customers since ktp is a must,nomor chance tapi login for non indonesian customers since KTP is a must,nomor chance login for non indonesian customers since KTP is a must,"['nomor', 'chance', 'login', 'for', 'non', 'indonesian', 'customers', 'since', 'KTP', 'is', 'a', 'must']",nomor chance login for non indonesian customers since KTP is a must,"['nomor', 'chance', 'login', 'for', 'non', 'indonesian', 'customers', 'since', 'ktp', 'is', 'a', 'must']"
Lebih baik yang ini dari pada BNI mobile banking. Lebih mudah dan gak ribet proses login nya. Semoga aplikasi dijadikan yang resmi aja. Yang itu dihapus ðŸ’™,Positive,Autentikasi,Lebih baik yang ini dari pada BNI mobile banking Lebih mudah dan gak ribet proses login nya Semoga aplikasi dijadikan yang resmi aja Yang itu dihapus,lebih baik yang ini dari pada bni mobile banking lebih mudah dan gak ribet proses login nya semoga aplikasi dijadikan yang resmi aja yang itu dihapus,lebih baik yang ini dari pada bni mobile banking lebih mudah dan tidak rumit proses login ya semoga aplikasi dijadikan yang resmi saja yang itu dihapus,lebih baik mobile banking lebih mudah tidak rumit proses login semoga dijadikan resmi dihapus,"['lebih', 'baik', 'mobile', 'banking', 'lebih', 'mudah', 'tidak', 'rumit', 'proses', 'login', 'semoga', 'dijadikan', 'resmi', 'dihapus']",lebih baik mobile banking lebih mudah tidak rumit proses login semoga dijadikan resmi dihapus,"['lebih', 'baik', 'mobile', 'banking', 'lebih', 'mudah', 'tidak', 'rumit', 'proses', 'login', 'moga', 'jadi', 'resmi', 'hapus']"
mohon dong developer di oerbaiki lagi saya uda verif email tp setelah di masukin,Negative,Autentikasi,mohon dong developer di oerbaiki lagi saya uda verif email tp setelah di masukin,mohon dong developer di oerbaiki lagi saya uda verif email tp setelah di masukin,mohon dong developer di oerbaiki lagi saya sudah verif email tapi setelah di memasuki,mohon developer oerbaiki verif email memasuki,"['mohon', 'developer', 'oerbaiki', 'verif', 'email', 'memasuki']",mohon developer oerbaiki verif email memasuki,"['mohon', 'developer', 'oerbaiki', 'verif', 'email', 'pasuk']"
Susah banget verifikasi wajah,Negative,Autentikasi,Susah banget verifikasi wajah,susah banget verifikasi wajah,susah banget verifikasi wajah,susah banget verifikasi wajah,"['susah', 'banget', 'verifikasi', 'wajah']",susah banget verifikasi wajah,"['susah', 'banget', 'verifikasi', 'wajah']"
"verifikasi email gagal mulu, padahal kode nya benerrrr",Negative,Autentikasi,verifikasi email gagal mulu padahal kode nya benerrrr,verifikasi email gagal mulu padahal kode nya benerrrr,verifikasi email gagal melulu padahal kode ya benerrrr,verifikasi email gagal melulu kode benerrrr,"['verifikasi', 'email', 'gagal', 'melulu', 'kode', 'benerrrr']",verifikasi email gagal melulu kode benerrrr,"['verifikasi', 'email', 'gagal', 'melulu', 'kode', 'benerrrr']"
