content,content_stemmed,content_list,aspect_tokens,Tampilan,Authentikasi,Transaksi,aspects
Tampilan dan featurenya makin keren👍,"[tampilan, featurenya, keren]","['tampilan', 'featurenya', 'keren']","{'Tampilan': ['tampilan', 'keren'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"Super apps  &  promo nya menarik
Keep it Up Wondr 💪","[super, apps, promo, menarik, keep, up]","['super', 'apps', 'promo', 'menarik', 'keep', 'up']","{'Tampilan': ['menarik'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"Sangat mudah sekali untuk melakukan transaksi, Tampilannya juga simpeh, mantap dehh","[sangat, mudah, transaksi, tampilan, simpeh, mantap, deh]","['sangat', 'mudah', 'transaksi', 'tampilan', 'simpeh', 'mantap', 'deh']","{'Tampilan': ['tampilan'], 'Authentikasi': [], 'Transaksi': ['transaksi']}",Positive,NA,Positive,"Tampilan, Transaksi"
"UI UX semakin informatif dan cepet, good moves BNI 👍🏻","[ui, ux, informatif, cepat, good, moves]","['ui', 'ux', 'informatif', 'cepat', 'good', 'moves']","{'Tampilan': ['ui'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
UI UX lebih simpel dan fresh. Transaksi pake wondr juga jauh lebih cepett daripada aplikasi bank lainnya.,"[ui, ux, lebih, simpel, fresh, transaksi, pakai, lebih, cepett, bank]","['ui', 'ux', 'lebih', 'simpel', 'fresh', 'transaksi', 'pakai', 'lebih', 'cepett', 'bank']","{'Tampilan': ['ui', 'simpel'], 'Authentikasi': [], 'Transaksi': ['transaksi']}",Positive,NA,Positive,"Tampilan, Transaksi"
"UI nya bagus, fresh, dan fungsional","[ui, bagus, fresh, fungsional]","['ui', 'bagus', 'fresh', 'fungsional']","{'Tampilan': ['ui'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"experience selama jadi user sejak Juni : UI/UX bener2 fresh, gapernah lag lagiiii, kalau mau transaksi bisa input pin aja gaperlu pakai password lagii, loading QRIS cepet banget, walaupun kadang suka maintenance di jam 3 pagi tapi gapapa ga terlalu signifikan 👍","[experience, user, juni, uiux, fresh, tidak, lag, transaksi, input, pin, gaperlu, pakai, password, loading, qris, cepat, banget, kadang, sering, maintenance, jam, pagi, gapapa, tidak, signifikan]","['experience', 'user', 'juni', 'uiux', 'fresh', 'tidak', 'lag', 'transaksi', 'input', 'pin', 'gaperlu', 'pakai', 'password', 'loading', 'qris', 'cepat', 'banget', 'kadang', 'sering', 'maintenance', 'jam', 'pagi', 'gapapa', 'tidak', 'signifikan']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
Bayar QRIS di Wondr cepet banget dan tampilan aplikasinya sangat eyecatching 👍🏻👍🏻,"[bayar, qris, cepat, banget, tampilan, sangat, eyecatching]","['bayar', 'qris', 'cepat', 'banget', 'tampilan', 'sangat', 'eyecatching']","{'Tampilan': ['tampilan'], 'Authentikasi': [], 'Transaksi': ['bayar']}",Positive,NA,Positive,"Tampilan, Transaksi"
Aplikasinya lucu lebih mudah bertrasaksi dan simpel,"[lucu, lebih, mudah, bertrasaksi, simpel]","['lucu', 'lebih', 'mudah', 'bertrasaksi', 'simpel']","{'Tampilan': ['simpel'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
tampilan aplikasinya lucu banget dan berwarna.🤩,"[tampilan, lucu, banget, warna]","['tampilan', 'lucu', 'banget', 'warna']","{'Tampilan': ['tampilan', 'warna'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
Gak cuma keren transaksi jadi makin gampang pake ini apps,"[tidak, keren, transaksi, gampang, pakai, apps]","['tidak', 'keren', 'transaksi', 'gampang', 'pakai', 'apps']","{'Tampilan': ['keren'], 'Authentikasi': [], 'Transaksi': ['transaksi']}",Negative,NA,Negative,"Tampilan, Transaksi"
"Tampilan yang kekinian dan anti lemot, beda sama bank sebelah","[tampilan, kini, anti, lot, beda, bank, belah]","['tampilan', 'kini', 'anti', 'lot', 'beda', 'bank', 'belah']","{'Tampilan': ['tampilan'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
Tampilannya lbh kekinian dan banyak fitur menarik,"[tampilan, lebih, kini, fitur, menarik]","['tampilan', 'lebih', 'kini', 'fitur', 'menarik']","{'Tampilan': ['tampilan', 'menarik'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"Pake Wondr utk transaksi lebih cepat dan mudah, scan QR cepet bgt, transaksi juga gampang","[pakai, transaksi, lebih, cepat, mudah, scan, qr, cepat, banget, transaksi, gampang]","['pakai', 'transaksi', 'lebih', 'cepat', 'mudah', 'scan', 'qr', 'cepat', 'banget', 'transaksi', 'gampang']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi', 'scan', 'transaksi']}",NA,NA,Positive,Transaksi
Jadi makin mudah bertransaksi,"[mudah, transaksi]","['mudah', 'transaksi']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
"Overall good, cuman mungkin bisa ditambah fitur2 pembayaran biar beli se lengkap mobile banking, karena ada fitur2 yg belum masuk ke wondr seperti pembayaran untuk biaya pendidikan","[overall, good, tambah, fitur, bayar, beli, lengkap, fitur, belum, masuk, bayar, biaya, didik]","['overall', 'good', 'tambah', 'fitur', 'bayar', 'beli', 'lengkap', 'fitur', 'belum', 'masuk', 'bayar', 'biaya', 'didik']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['bayar', 'bayar']}",NA,NA,Positive,Transaksi
"Very user friendly, tampilan menarique, respon cepet g pake tunggu. WONDRFUL","[very, user, friendly, tampilan, menarique, respons, cepat, tidak, pakai, tunggu, wondrful]","['very', 'user', 'friendly', 'tampilan', 'menarique', 'respons', 'cepat', 'tidak', 'pakai', 'tunggu', 'wondrful']","{'Tampilan': ['tampilan'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"mudah dan menarik, cepat","[mudah, menarik, cepat]","['mudah', 'menarik', 'cepat']","{'Tampilan': ['menarik'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"So far Wondr paling enakkk dan cepet banget buat transaksi apapun, app nya juga gampang digunain dan fiturnya lengkap, good job BNI🫶🏻","[sok, far, enakkk, cepat, banget, transaksi, gampang, digunain, fiturnya, lengkap, good, job]","['sok', 'far', 'enakkk', 'cepat', 'banget', 'transaksi', 'gampang', 'digunain', 'fiturnya', 'lengkap', 'good', 'job']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
Lebih cepet & ada insight keuangan 👍🏻,"[lebih, cepat, insight, uang]","['lebih', 'cepat', 'insight', 'uang']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['uang']}",NA,NA,Positive,Transaksi
"Akses & tampilan nya keren & simpel, semua transaksi mudah, aman dan cepat","[akses, tampilan, keren, simpel, transaksi, mudah, aman, cepat]","['akses', 'tampilan', 'keren', 'simpel', 'transaksi', 'mudah', 'aman', 'cepat']","{'Tampilan': ['tampilan', 'keren', 'simpel'], 'Authentikasi': [], 'Transaksi': ['transaksi']}",Positive,NA,Positive,"Tampilan, Transaksi"
bayar pake qris lebih mudah pakau wondr,"[bayar, pakai, qris, lebih, mudah, pakau]","['bayar', 'pakai', 'qris', 'lebih', 'mudah', 'pakau']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['bayar']}",NA,NA,Positive,Transaksi
"tampilan lebih menarik, simple dan easy to use!","[tampilan, lebih, menarik, simpel, easy, use]","['tampilan', 'lebih', 'menarik', 'simpel', 'easy', 'use']","{'Tampilan': ['tampilan', 'menarik', 'simpel'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
Verifikasi wajah gagal terus padahal udah ngikutin panduan sampe gambar kunci sudah ngebuka gemboknya,"[verifikasi, wajah, gagal, ikut, pandu, gambar, kunci, ngebuka, gembok]","['verifikasi', 'wajah', 'gagal', 'ikut', 'pandu', 'gambar', 'kunci', 'ngebuka', 'gembok']","{'Tampilan': [], 'Authentikasi': ['verifikasi', 'wajah'], 'Transaksi': []}",NA,Negative,NA,Authentikasi
qris nya cepat lalu ui/ux nya bagusss lebih berwarna,"[qris, cepat, uiux, bagus, lebih, warna]","['qris', 'cepat', 'uiux', 'bagus', 'lebih', 'warna']","{'Tampilan': ['warna'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
Transaksi makin cepet dan sat set nih pake wondr,"[transaksi, cepat, sat, set, nih, pakai]","['transaksi', 'cepat', 'sat', 'set', 'nih', 'pakai']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
"Aplikasinya keren dan oke banget! Sangat merepresentasikn Gen Z yang satsetsatset. Tampilannya juga paling fresh dibanding yang lain, keren sekali BNI","[keren, oke, banget, sangat, merepresentasikn, gen, satsetsatset, tampilan, fresh, banding, keren]","['keren', 'oke', 'banget', 'sangat', 'merepresentasikn', 'gen', 'satsetsatset', 'tampilan', 'fresh', 'banding', 'keren']","{'Tampilan': ['keren', 'tampilan', 'keren'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
Lebih cepat untuk semua transaksi daripada yang lama,"[lebih, cepat, transaksi, lama]","['lebih', 'cepat', 'transaksi', 'lama']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
Selain penggunaannya yang lebih mudah juga ada fitur insight yang kasih liat summary keuangan tiap bulan,"[guna, lebih, mudah, fitur, insight, kasih, lihat, summary, uang]","['guna', 'lebih', 'mudah', 'fitur', 'insight', 'kasih', 'lihat', 'summary', 'uang']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['uang']}",NA,NA,Positive,Transaksi
"suka banget sama fitur2 barunya, lebih simpel, eye catching +++ tapcashnya langsung di Wondrnya langsung ga harus pindah App🫶🏻","[sering, banget, fitur, baru, lebih, simpel, eye, catching, tapcashnya, langsung, wondrnya, langsung, tidak, pindah]","['sering', 'banget', 'fitur', 'baru', 'lebih', 'simpel', 'eye', 'catching', 'tapcashnya', 'langsung', 'wondrnya', 'langsung', 'tidak', 'pindah']","{'Tampilan': ['simpel'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
Aplikasinya colorful jd lebih menarik daripada mbank yg lama. Lebih gampang nyari fitur-fitur nya.,"[colorful, lebih, menarik, mbank, lama, lebih, gampang, cari, fitur, fitur]","['colorful', 'lebih', 'menarik', 'mbank', 'lama', 'lebih', 'gampang', 'cari', 'fitur', 'fitur']","{'Tampilan': ['colorful', 'menarik'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"Proses transaksi nya mudah, cepat dan user friendly","[proses, transaksi, mudah, cepat, user, friendly]","['proses', 'transaksi', 'mudah', 'cepat', 'user', 'friendly']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
Tampilan kekinian dan user friendly…,"[tampilan, kini, user, friendly]","['tampilan', 'kini', 'user', 'friendly']","{'Tampilan': ['tampilan'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
Making gampang buat transaksi,"[making, gampang, transaksi]","['making', 'gampang', 'transaksi']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
Aplikasi baru BNI mudah digunakan dan bermanfaat. Pembayaran menggunakan QRIS sangat gampang. Melihat limit dan pembayaran CC cukup dengan aplikasi ini dan free. Rekening simpanan investasi bahkan RDN pun bisa di cek di Wondr.,"[mudah, manfaat, bayar, qris, sangat, gampang, limit, bayar, cc, free, rekening, simpan, investasi, rdn, cek]","['mudah', 'manfaat', 'bayar', 'qris', 'sangat', 'gampang', 'limit', 'bayar', 'cc', 'free', 'rekening', 'simpan', 'investasi', 'rdn', 'cek']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['bayar', 'bayar', 'rekening']}",NA,NA,Positive,Transaksi
Pakai Wondr transaksi apapun jd lebih cepat dan tampilannya keren,"[pakai, transaksi, lebih, cepat, tampilan, keren]","['pakai', 'transaksi', 'lebih', 'cepat', 'tampilan', 'keren']","{'Tampilan': ['tampilan', 'keren'], 'Authentikasi': [], 'Transaksi': ['transaksi']}",Positive,NA,Positive,"Tampilan, Transaksi"
"Pembayaran Lebih Mudah dan Cepat. Tampilan Menarik. Cocok buat ewallet harian. Untuk kelengkapan fitur bni lainnya, masih lebih lengkap di bni mobile banking atau mungkin karna belum terbiasa. Harus dikembangkan lagi.","[bayar, lebih, mudah, cepat, tampilan, menarik, cocok, ewallet, hari, lengkap, fitur, masih, lebih, lengkap, belum, biasa, kembang]","['bayar', 'lebih', 'mudah', 'cepat', 'tampilan', 'menarik', 'cocok', 'ewallet', 'hari', 'lengkap', 'fitur', 'masih', 'lebih', 'lengkap', 'belum', 'biasa', 'kembang']","{'Tampilan': ['tampilan', 'menarik'], 'Authentikasi': [], 'Transaksi': ['bayar']}",Positive,NA,Positive,"Tampilan, Transaksi"
"mantep nih, bayar pake qris ga perlu login dan cepet bgt 👍🏼","[mantap, nih, bayar, pakai, qris, tidak, login, cepat, banget]","['mantap', 'nih', 'bayar', 'pakai', 'qris', 'tidak', 'login', 'cepat', 'banget']","{'Tampilan': [], 'Authentikasi': ['login'], 'Transaksi': ['bayar']}",NA,Negative,Positive,"Authentikasi, Transaksi"
Banyak promonya Tampilannya user friendly dan keren BNI wodrnya memudahkan bgt 👍,"[promonya, tampilan, user, friendly, keren, wodrnya, mudah, banget]","['promonya', 'tampilan', 'user', 'friendly', 'keren', 'wodrnya', 'mudah', 'banget']","{'Tampilan': ['tampilan', 'keren'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"Tampilan aplikasi lebih bagus, transaksi lebih cepat & simple.","[tampilan, lebih, bagus, transaksi, lebih, cepat, simpel]","['tampilan', 'lebih', 'bagus', 'transaksi', 'lebih', 'cepat', 'simpel']","{'Tampilan': ['tampilan', 'simpel'], 'Authentikasi': [], 'Transaksi': ['transaksi']}",Positive,NA,Positive,"Tampilan, Transaksi"
"kerenn bgt bni, mbanking nya bagus, qris cepat, ui nya user friendly😍😍","[keren, banget, m, bagus, qris, cepat, ui, user, friendly]","['keren', 'banget', 'm', 'bagus', 'qris', 'cepat', 'ui', 'user', 'friendly']","{'Tampilan': ['keren', 'ui'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
Wonderful sesuai namanya. Warnanya lucu pol,"[wonderful, sesuai, nama, warna, lucu, pol]","['wonderful', 'sesuai', 'nama', 'warna', 'lucu', 'pol']","{'Tampilan': ['warna'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"Aplikasi mudah digunakan, transaksi qris sangat cepat","[mudah, transaksi, qris, sangat, cepat]","['mudah', 'transaksi', 'qris', 'sangat', 'cepat']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
tampilannya lebih simple & lebih mudah untuk bertransaksi,"[tampilan, lebih, simpel, lebih, mudah, transaksi]","['tampilan', 'lebih', 'simpel', 'lebih', 'mudah', 'transaksi']","{'Tampilan': ['tampilan', 'simpel'], 'Authentikasi': [], 'Transaksi': ['transaksi']}",Positive,NA,Positive,"Tampilan, Transaksi"
"Menu QRIS di depan keren banget, mempermudah saat pembayaran
Mungkin bisa di tambahkan menu promo-promo wondr, biar makin kece","[menu, qris, keren, banget, mudah, bayar, tambah, menu, promo, promo, kece]","['menu', 'qris', 'keren', 'banget', 'mudah', 'bayar', 'tambah', 'menu', 'promo', 'promo', 'kece']","{'Tampilan': ['keren'], 'Authentikasi': [], 'Transaksi': ['bayar']}",Positive,NA,Positive,"Tampilan, Transaksi"
Wondr BNI Keren banget👍👏,"[keren, banget]","['keren', 'banget']","{'Tampilan': ['keren'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"Banyak fitur, pembayaran qris lebih cepat dan mudah di bandingkan mbank lama","[fitur, bayar, qris, lebih, cepat, mudah, banding, mbank, lama]","['fitur', 'bayar', 'qris', 'lebih', 'cepat', 'mudah', 'banding', 'mbank', 'lama']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['bayar']}",NA,NA,Positive,Transaksi
"Simple dan bagus sekali, namun belum semua layanan pindah ke wondr.. semoga kedepannya bisa lebih lengkap lagi fiturnya yaa","[simpel, bagus, belum, layanan, pindah, moga, depan, lebih, lengkap, fiturnya]","['simpel', 'bagus', 'belum', 'layanan', 'pindah', 'moga', 'depan', 'lebih', 'lengkap', 'fiturnya']","{'Tampilan': ['simpel'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
wondr by BNI UI UX lebih ciamik Menunya lebih lengkap congrats BNI👍👍👍,"[ui, ux, lebih, ciamik, menu, lebih, lengkap, congrats]","['ui', 'ux', 'lebih', 'ciamik', 'menu', 'lebih', 'lengkap', 'congrats']","{'Tampilan': ['ui'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"udah simple, cepet, ngebut bangett, bener bener super apps nihh 🔥🔥🔥","[simpel, cepat, ngebut, banget, super, apps, nih]","['simpel', 'cepat', 'ngebut', 'banget', 'super', 'apps', 'nih']","{'Tampilan': ['simpel'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"Tampilan lebih berwarna, lebih fresh Lebih mudah pengoprasiannya dari sebelumnya Kerennnn","[tampilan, lebih, warna, lebih, fresh, lebih, mudah, pengoprasiannya, keren]","['tampilan', 'lebih', 'warna', 'lebih', 'fresh', 'lebih', 'mudah', 'pengoprasiannya', 'keren']","{'Tampilan': ['tampilan', 'warna', 'keren'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"ada menu baru insight rekap keuangannya, loadingnya lbh cepet.","[menu, insight, rekap, uang, loadingnya, lebih, cepat]","['menu', 'insight', 'rekap', 'uang', 'loadingnya', 'lebih', 'cepat']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['uang']}",NA,NA,Positive,Transaksi
Keren ui nya dan sangat usefully dan lebh mudah,"[keren, ui, sangat, usefully, lebih, mudah]","['keren', 'ui', 'sangat', 'usefully', 'lebih', 'mudah']","{'Tampilan': ['keren', 'ui'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
Bayar QRIS lebih mudah dan cepat.,"[bayar, qris, lebih, mudah, cepat]","['bayar', 'qris', 'lebih', 'mudah', 'cepat']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['bayar']}",NA,NA,Positive,Transaksi
Transaksi pake QRIS juga lebih smooth,"[transaksi, pakai, qris, lebih, smooth]","['transaksi', 'pakai', 'qris', 'lebih', 'smooth']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
"Suka banget sama user interface nya, transaksinya cepet, ga ada lag transaksi di tengah malem dan easier than the previous one! Cool! ✨","[sering, banget, user, interface, transaksi, cepat, tidak, lag, transaksi, malam, easier, tahan, the, previous, one, cool]","['sering', 'banget', 'user', 'interface', 'transaksi', 'cepat', 'tidak', 'lag', 'transaksi', 'malam', 'easier', 'tahan', 'the', 'previous', 'one', 'cool']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi', 'transaksi']}",NA,NA,Positive,Transaksi
"Warna nya lebih full colour, more easy to used dan more fast dalam bertransaksi The best lah👍🏻👍🏻👍🏻😉😁","[warna, lebih, full, colour, more, easy, used, more, fast, transaksi, the, baik]","['warna', 'lebih', 'full', 'colour', 'more', 'easy', 'used', 'more', 'fast', 'transaksi', 'the', 'baik']","{'Tampilan': ['warna'], 'Authentikasi': [], 'Transaksi': ['transaksi']}",Positive,NA,Positive,"Tampilan, Transaksi"
"Lebih berwarna, lebih cepat dari mbanking lama","[lebih, warna, lebih, cepat, m, lama]","['lebih', 'warna', 'lebih', 'cepat', 'm', 'lama']","{'Tampilan': ['warna'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
Aplikasi wondr mudah banget digunakan dan tampilan aplikasinya enak banget diliat,"[mudah, banget, tampilan, enak, banget]","['mudah', 'banget', 'tampilan', 'enak', 'banget']","{'Tampilan': ['tampilan'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"UI/UX jauh lebih baik di Wondr dibandingkan apps lama, lebih banyak fitur yg memudahkan pengguna dan transaksinya cepat. Semoga tetap berkembang kedepannya dengan banyak tambahan fitur2 lainnya🙏🏻","[uiux, lebih, baik, banding, apps, lama, lebih, fitur, mudah, guna, transaksi, cepat, moga, kembang, depan, tambah, fitur]","['uiux', 'lebih', 'baik', 'banding', 'apps', 'lama', 'lebih', 'fitur', 'mudah', 'guna', 'transaksi', 'cepat', 'moga', 'kembang', 'depan', 'tambah', 'fitur']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
belanja dan bayar2 jadi gampang bangett,"[belanja, bayar, gampang, banget]","['belanja', 'bayar', 'gampang', 'banget']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['bayar']}",NA,NA,Positive,Transaksi
"Tampilan baru, mantap banget, lebih cepat dan lebih mudah, terutama isi tapcash jauh jadi lebih cepat.","[tampilan, mantap, banget, lebih, cepat, lebih, mudah, isi, tapcash, lebih, cepat]","['tampilan', 'mantap', 'banget', 'lebih', 'cepat', 'lebih', 'mudah', 'isi', 'tapcash', 'lebih', 'cepat']","{'Tampilan': ['tampilan'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
Tampilan lebih fresh dan memudahkan user.,"[tampilan, lebih, fresh, mudah, user]","['tampilan', 'lebih', 'fresh', 'mudah', 'user']","{'Tampilan': ['tampilan'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"Bayar apapun pake Wondr by BNI jadi lebih mudah, sat set langsung berhasil deh ☺️","[bayar, pakai, lebih, mudah, sat, set, langsung, hasil]","['bayar', 'pakai', 'lebih', 'mudah', 'sat', 'set', 'langsung', 'hasil']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['bayar']}",NA,NA,Positive,Transaksi
"New Mbank BNI keren, Wondrfull, praktis cepat dan easy to use","[new, mbank, keren, wondrfull, praktis, cepat, easy, use]","['new', 'mbank', 'keren', 'wondrfull', 'praktis', 'cepat', 'easy', 'use']","{'Tampilan': ['keren'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"Transaksi qris cepet banget cukup buka wondr, klik quick access qris, capture qris, masukin pin, selesai. Mantap BNI","[transaksi, qris, cepat, banget, buka, klik, quick, access, qris, capture, qris, pasuk, pin, selesai, mantap]","['transaksi', 'qris', 'cepat', 'banget', 'buka', 'klik', 'quick', 'access', 'qris', 'capture', 'qris', 'pasuk', 'pin', 'selesai', 'mantap']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
Pembayaran menggunakan Qris lebih simple dan cepat,"[bayar, qris, lebih, simpel, cepat]","['bayar', 'qris', 'lebih', 'simpel', 'cepat']","{'Tampilan': ['simpel'], 'Authentikasi': [], 'Transaksi': ['bayar']}",Positive,NA,Positive,"Tampilan, Transaksi"
Sangat mempermudah transaksi apapun,"[sangat, mudah, transaksi]","['sangat', 'mudah', 'transaksi']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
"secara tampilan wondr ini kekinian banget dan sdh terapkan UI/UX yg modern jg ..tinggal tambahi fitur lainnya agar lebih lengkap, jadi deh super apps yg sempurna 👍👍","[tampilan, kini, banget, terap, uiux, modern, tinggal, tambah, fitur, lebih, lengkap, super, apps, sempurna]","['tampilan', 'kini', 'banget', 'terap', 'uiux', 'modern', 'tinggal', 'tambah', 'fitur', 'lebih', 'lengkap', 'super', 'apps', 'sempurna']","{'Tampilan': ['tampilan'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
Gak mau ribet? Pake Wondr by BNI. Tampilan yang keren dan banyak fitur baru yang akan sangat membantu transaksi kita. Pokoknya the best lahhhhhhh.. lopeee BNI,"[tidak, rumit, pakai, tampilan, keren, fitur, sangat, bantu, transaksi, pokok, the, baik, lahhhhhhh, lopeee]","['tidak', 'rumit', 'pakai', 'tampilan', 'keren', 'fitur', 'sangat', 'bantu', 'transaksi', 'pokok', 'the', 'baik', 'lahhhhhhh', 'lopeee']","{'Tampilan': ['tampilan', 'keren'], 'Authentikasi': [], 'Transaksi': ['transaksi']}",Positive,NA,Positive,"Tampilan, Transaksi"
"Lebih mudah Log in nya dan lebih banyak fiturnya, well rekomended","[lebih, mudah, login, lebih, fiturnya, well, rekomended]","['lebih', 'mudah', 'login', 'lebih', 'fiturnya', 'well', 'rekomended']","{'Tampilan': [], 'Authentikasi': ['login'], 'Transaksi': []}",NA,Positive,NA,Authentikasi
"bright & colorfull app, easy to log in, user friendly, clear transaction slip, easy to share","[bright, colorful, easy, login, user, friendly, clear, transaction, slip, easy, share]","['bright', 'colorful', 'easy', 'login', 'user', 'friendly', 'clear', 'transaction', 'slip', 'easy', 'share']","{'Tampilan': ['colorful'], 'Authentikasi': ['login'], 'Transaksi': []}",Positive,Positive,NA,"Tampilan, Authentikasi"
Aplikasinya keren banget! Suka banget sama tampilannya!,"[keren, banget, sering, banget, tampilan]","['keren', 'banget', 'sering', 'banget', 'tampilan']","{'Tampilan': ['keren', 'tampilan'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
pembayaran apapun jadi lebih mudah dan cepat👌,"[bayar, lebih, mudah, cepat]","['bayar', 'lebih', 'mudah', 'cepat']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['bayar']}",NA,NA,Positive,Transaksi
kerenn pwol trx jd lbh simple & cepat,"[keren, pwol, transaksi, lebih, simpel, cepat]","['keren', 'pwol', 'transaksi', 'lebih', 'simpel', 'cepat']","{'Tampilan': ['keren', 'simpel'], 'Authentikasi': [], 'Transaksi': ['transaksi']}",Positive,NA,Positive,"Tampilan, Transaksi"
Transaksi Menggunakan Qris dengan Wondr lebih mudah dan tampilan UI nya Easy To Use.,"[transaksi, qris, lebih, mudah, tampilan, ui, easy, use]","['transaksi', 'qris', 'lebih', 'mudah', 'tampilan', 'ui', 'easy', 'use']","{'Tampilan': ['tampilan', 'ui'], 'Authentikasi': [], 'Transaksi': ['transaksi']}",Positive,NA,Positive,"Tampilan, Transaksi"
Semakin keren parah,"[keren, parah]","['keren', 'parah']","{'Tampilan': ['keren'], 'Authentikasi': [], 'Transaksi': []}",Negative,NA,NA,Tampilan
Lebih cepet lebih mudah simpel dan elegant 👍👍,"[lebih, cepat, lebih, mudah, simpel, elegant]","['lebih', 'cepat', 'lebih', 'mudah', 'simpel', 'elegant']","{'Tampilan': ['simpel'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"Oakai ini trx jadi lebih cepat, migrasi dr data2 bni mobile lama pun bis dan lebih terintegrasi, banyak fitur juga yang bisa dimanfaatkan..","[oakai, transaksi, lebih, cepat, migrasi, data, lama, bis, lebih, integrasi, fitur, manfaat]","['oakai', 'transaksi', 'lebih', 'cepat', 'migrasi', 'data', 'lama', 'bis', 'lebih', 'integrasi', 'fitur', 'manfaat']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
